ID,Loan_Type,Gender,Age,Degree,Income,Credit_score,Loan_length,Signers,Citizenship,Default
862,Car ,Male  ,44,HS      ,98643,615,1,2,Citizen    ,0
863,Home,Male  ,43,HS      ,85795,584,2,2,Citizen    ,0
864,Home,Female,47,HS      ,119765,530,6,2,Citizen    ,0
865,Car ,Male  ,46,HS      ,98234,589,2,2,Citizen    ,0
866,Car ,Female,37,College ,79413,563,2,2,Citizen    ,0
867,Home,Female,41,College ,84233,620,5,2,Citizen    ,0
868,Car ,Female,38,HS      ,104259,618,2,2,Citizen    ,0
869,Car ,Male  ,37,HS      ,108333,523,0,2,Citizen    ,0
870,Home,Male  ,41,HS      ,86777,656,1,2,Citizen    ,0
871,Car ,Female,41,HS      ,86638,651,2,2,Citizen    ,0
872,Car ,Female,47,HS      ,100230,555,1,1,Non-citizen,0
873,Car ,Male  ,28,HS      ,86377,588,2,2,Citizen    ,0
874,Home,Male  ,29,HS      ,93095,511,6,2,Citizen    ,0
875,Car ,Female,46,College ,117194,628,3,2,Citizen    ,0
876,Car ,Female,42,HS      ,96519,639,0,1,Citizen    ,0
877,Car ,Female,44,HS      ,74997,615,1,2,Citizen    ,0
878,Car ,Male  ,43,College ,84505,611,1,2,Citizen    ,0
879,Home,Male  ,45,College ,84038,655,6,2,Citizen    ,0
880,Car ,Female,48,College ,87896,763,1,1,Citizen    ,1
881,Car ,Male  ,43,College ,74134,626,2,2,Citizen    ,0
882,Home,Male  ,44,HS      ,83217,580,8,2,Citizen    ,0
883,Car ,Male  ,51,HS      ,116792,768,0,1,Citizen    ,0
884,Car ,Male  ,40,HS      ,91575,552,0,2,Citizen    ,0
885,Car ,Male  ,49,HS      ,103860,616,0,2,Citizen    ,0
886,Car ,Female,43,HS      ,100386,620,2,2,Citizen    ,0
887,Car ,Male  ,43,HS      ,80689,564,2,2,Citizen    ,0
888,Car ,Female,36,HS      ,110339,609,2,2,Citizen    ,1
889,Car ,Male  ,40,HS      ,82254,607,2,2,Citizen    ,0
890,Home,Female,38,HS      ,106506,554,5,2,Citizen    ,0
891,Car ,Male  ,47,HS      ,90707,555,1,2,Citizen    ,0
892,Car ,Female,48,HS      ,89779,612,0,2,Citizen    ,0
893,Car ,Male  ,31,HS      ,88428,511,2,2,Citizen    ,0
894,Car ,Male  ,48,Gradaute,111332,661,3,2,Citizen    ,0
895,Home,Male  ,35,College ,54989,476,2,2,Citizen    ,0
896,Car ,Female,44,HS      ,74430,690,1,2,Citizen    ,0
897,Car ,Female,44,HS      ,102439,641,1,2,Citizen    ,0
898,Home,Male  ,48,HS      ,98443,582,9,2,Citizen    ,0
899,Car ,Male  ,48,HS      ,106882,602,2,2,Citizen    ,0
900,Home,Male  ,33,HS      ,82247,464,10,2,Citizen    ,0
901,Car ,Female,55,College ,112841,759,0,2,Citizen    ,1
902,Car ,Male  ,49,HS      ,104857,711,2,1,Citizen    ,0
903,Car ,Male  ,29,College ,75558,623,2,2,Citizen    ,0
904,Car ,Female,35,College ,83220,620,2,2,Citizen    ,1
905,Car ,Male  ,37,College ,89435,588,0,2,Citizen    ,0
906,Home,Male  ,52,HS      ,59505,588,2,2,Citizen    ,0
907,Car ,Female,46,College ,84313,525,2,2,Non-citizen,0
908,Car ,Female,41,HS      ,90017,591,1,1,Non-citizen,0
909,Car ,Male  ,56,College ,99733,521,2,2,Citizen    ,0
910,Car ,Female,43,Gradaute,108116,744,1,2,Citizen    ,0
911,Home,Female,43,HS      ,81237,577,8,2,Citizen    ,0
912,Car ,Female,41,HS      ,110597,641,3,1,Citizen    ,0
913,Home,Male  ,41,HS      ,84825,636,1,2,Citizen    ,0
914,Car ,Male  ,48,College ,81185,583,2,2,Citizen    ,0
915,Car ,Female,47,HS      ,69053,545,0,2,Citizen    ,0
916,Car ,Male  ,44,HS      ,110452,678,0,2,Citizen    ,0
917,Car ,Male  ,37,HS      ,90420,596,2,2,Citizen    ,0
918,Home,Male  ,50,HS      ,88827,705,9,2,Citizen    ,0
919,Car ,Female,42,HS      ,70323,640,0,2,Citizen    ,0
920,Car ,Male  ,55,College ,103035,702,3,1,Citizen    ,0
921,Home,Male  ,41,HS      ,95695,542,6,2,Citizen    ,0
922,Car ,Female,51,College ,128301,665,3,1,Citizen    ,0
923,Home,Male  ,39,HS      ,65422,543,8,2,Citizen    ,0
924,Home,Male  ,47,HS      ,111349,520,6,2,Citizen    ,0
925,Car ,Male  ,50,HS      ,98316,615,2,2,Citizen    ,0
926,Car ,Male  ,35,HS      ,91955,501,0,2,Citizen    ,0
927,Home,Male  ,35,HS      ,63712,568,2,2,Citizen    ,0
928,Car ,Female,46,HS      ,124000,601,1,2,Citizen    ,0
929,Car ,Female,36,HS      ,91644,554,1,2,Citizen    ,0
930,Car ,Male  ,51,HS      ,119669,618,2,2,Citizen    ,0
931,Home,Male  ,49,College ,84993,621,11,2,Citizen    ,0
932,Home,Female,46,HS      ,83739,598,7,2,Citizen    ,0
933,Home,Male  ,37,HS      ,85549,520,7,2,Citizen    ,0
934,Car ,Male  ,41,HS      ,86935,595,2,2,Citizen    ,0
935,Car ,Female,47,College ,107596,652,3,1,Non-citizen,0
936,Car ,Male  ,31,HS      ,71264,590,0,2,Citizen    ,0
937,Car ,Male  ,29,HS      ,102032,506,1,2,Citizen    ,0
938,Home,Female,37,HS      ,115304,421,7,2,Citizen    ,0
939,Car ,Male  ,36,College ,83802,667,3,2,Citizen    ,0
940,Car ,Male  ,55,HS      ,112159,612,1,2,Citizen    ,0
941,Car ,Female,31,HS      ,98078,478,0,2,Citizen    ,0
942,Car ,Male  ,47,HS      ,96520,592,2,2,Citizen    ,0
943,Car ,Female,43,Gradaute,106981,695,1,2,Citizen    ,0
944,Home,Male  ,46,HS      ,65328,530,5,2,Citizen    ,0
945,Car ,Male  ,39,HS      ,98570,598,2,2,Citizen    ,0
946,Car ,Male  ,36,HS      ,96850,566,2,2,Citizen    ,0
947,Car ,Male  ,44,College ,103305,624,3,2,Citizen    ,1
948,Car ,Female,44,College ,112642,651,2,1,Non-citizen,0
949,Home,Female,48,HS      ,96491,612,4,2,Citizen    ,0
950,Car ,Female,51,HS      ,126740,688,2,2,Non-citizen,0
951,Home,Male  ,41,HS      ,74628,510,2,2,Citizen    ,0
952,Car ,Female,43,HS      ,91442,553,2,2,Citizen    ,0
953,Car ,Male  ,45,HS      ,76664,635,0,2,Citizen    ,0
954,Home,Male  ,33,HS      ,105360,671,5,2,Citizen    ,0
955,Home,Male  ,44,HS      ,110435,563,4,1,Citizen    ,0
956,Car ,Male  ,52,College ,116523,512,2,2,Citizen    ,0
957,Car ,Male  ,48,HS      ,92426,670,2,2,Citizen    ,0
958,Car ,Male  ,37,HS      ,91139,618,0,2,Citizen    ,0
959,Car ,Male  ,40,HS      ,98178,604,2,2,Citizen    ,0
960,Car ,Male  ,27,HS      ,85700,661,0,2,Citizen    ,0
961,Car ,Male  ,44,College ,98725,618,2,2,Citizen    ,0
962,Car ,Female,40,HS      ,87841,699,2,2,Citizen    ,0
963,Car ,Male  ,46,HS      ,106169,565,2,2,Citizen    ,0
964,Home,Male  ,41,HS      ,92829,682,2,2,Citizen    ,0
965,Car ,Male  ,25,HS      ,81741,523,0,2,Citizen    ,0
966,Car ,Male  ,36,HS      ,78837,574,2,1,Citizen    ,0
967,Car ,Female,43,HS      ,121743,517,1,2,Citizen    ,0
968,Home,Male  ,37,HS      ,90407,608,4,2,Citizen    ,0
969,Car ,Female,44,Gradaute,121406,622,2,2,Citizen    ,0
970,Car ,Male  ,38,HS      ,83333,595,0,2,Citizen    ,0
971,Home,Female,45,HS      ,77352,612,4,2,Citizen    ,0
972,Home,Male  ,42,HS      ,91238,645,12,1,Citizen    ,0
973,Car ,Female,28,HS      ,95128,586,0,2,Citizen    ,0
974,Car ,Female,48,College ,123328,641,2,2,Citizen    ,0
975,Car ,Male  ,37,HS      ,75214,488,2,2,Citizen    ,0
976,Car ,Female,45,HS      ,102647,630,1,2,Citizen    ,0
977,Car ,Female,47,HS      ,102850,650,2,2,Citizen    ,0
978,Car ,Female,58,HS      ,98552,661,2,2,Citizen    ,0
979,Car ,Male  ,47,College ,99017,527,2,2,Citizen    ,0
980,Home,Female,39,Gradaute,106841,635,13,2,Citizen    ,0
981,Car ,Female,38,HS      ,92303,560,0,2,Citizen    ,0
982,Home,Male  ,43,HS      ,76301,537,3,2,Citizen    ,0
983,Car ,Female,45,College ,90783,667,2,2,Citizen    ,0
984,Home,Male  ,39,HS      ,76488,672,8,2,Citizen    ,0
985,Car ,Male  ,42,HS      ,85484,590,1,2,Citizen    ,0
986,Car ,Male  ,47,HS      ,77810,553,1,2,Citizen    ,0
987,Home,Male  ,28,HS      ,64063,583,6,2,Citizen    ,0
988,Home,Male  ,39,HS      ,112930,617,5,2,Citizen    ,0
989,Car ,Male  ,42,HS      ,106976,552,0,2,Citizen    ,0
990,Car ,Female,44,HS      ,71407,664,1,2,Citizen    ,0
991,Car ,Female,40,HS      ,95594,661,0,2,Citizen    ,0
992,Car ,Female,46,College ,87508,655,1,2,Citizen    ,0
993,Car ,Male  ,44,HS      ,107724,648,1,2,Citizen    ,0
994,Car ,Female,54,College ,91540,650,0,2,Non-citizen,1
995,Home,Female,54,HS      ,88485,614,7,1,Citizen    ,0
996,Car ,Female,38,HS      ,108412,622,0,2,Citizen    ,0
997,Car ,Female,52,College ,117000,602,3,2,Citizen    ,0
998,Home,Male  ,36,HS      ,79377,524,3,2,Citizen    ,0
999,Car ,Male  ,42,HS      ,104840,655,0,2,Citizen    ,0
1000,Home,Male  ,34,HS      ,74649,658,4,2,Citizen    ,0
1001,Home,Male  ,45,HS      ,103598,552,7,2,Citizen    ,0
1002,Car ,Female,47,HS      ,77196,635,0,2,Citizen    ,0
1003,Car ,Male  ,52,HS      ,73936,600,1,2,Citizen    ,0
1004,Home,Male  ,27,HS      ,79007,560,3,2,Citizen    ,0
1005,Car ,Female,50,College ,111821,641,1,2,Citizen    ,0
1006,Car ,Male  ,37,HS      ,102417,590,1,2,Citizen    ,0
1007,Car ,Male  ,34,HS      ,92043,578,2,2,Citizen    ,0
1008,Car ,Female,44,College ,141178,612,0,2,Citizen    ,0
1009,Car ,Female,50,College ,136811,595,2,1,Non-citizen,0
1010,Home,Male  ,31,HS      ,98991,640,7,2,Citizen    ,0
1011,Car ,Male  ,33,HS      ,59393,528,0,2,Citizen    ,0
1012,Home,Male  ,29,HS      ,101886,632,2,2,Citizen    ,0
1013,Home,Male  ,50,College ,100375,578,10,2,Citizen    ,0
1014,Car ,Male  ,22,HS      ,55649,459,0,2,Citizen    ,0
1016,Home,Male  ,44,HS      ,77047,664,5,2,Citizen    ,0
1017,Car ,Female,38,Gradaute,135378,720,1,2,Non-citizen,0
1018,Car ,Male  ,39,HS      ,89861,606,0,2,Citizen    ,0
1019,Car ,Male  ,42,HS      ,112390,625,1,2,Citizen    ,0
1020,Home,Female,40,HS      ,82273,590,6,2,Citizen    ,0
1021,Car ,Male  ,31,HS      ,110933,750,0,2,Citizen    ,0
1022,Home,Male  ,51,HS      ,107237,642,6,2,Citizen    ,0
1023,Car ,Female,48,HS      ,97481,631,0,2,Citizen    ,1
1024,Car ,Male  ,44,HS      ,101614,678,3,2,Citizen    ,0
1025,Car ,Female,49,College ,131574,651,2,1,Non-citizen,0
1026,Car ,Female,36,HS      ,81568,626,0,2,Citizen    ,0
1027,Home,Male  ,35,HS      ,87989,678,5,2,Citizen    ,0
1028,Car ,Female,49,HS      ,65788,743,0,2,Non-citizen,0
1029,Car ,Male  ,38,HS      ,63725,574,0,2,Citizen    ,0
1030,Home,Male  ,40,College ,101335,691,6,2,Citizen    ,0
1031,Home,Female,37,HS      ,91958,649,8,2,Citizen    ,0
1032,Car ,Female,36,HS      ,101202,672,0,2,Citizen    ,0
1033,Car ,Female,47,HS      ,109354,640,3,2,Citizen    ,0
1034,Car ,Female,36,HS      ,85825,575,0,2,Citizen    ,0
1035,Car ,Female,52,HS      ,122941,588,0,2,Citizen    ,0
1036,Car ,Male  ,44,College ,98837,624,1,2,Citizen    ,0
1037,Home,Male  ,45,HS      ,101268,625,7,2,Citizen    ,0
1038,Car ,Female,53,Gradaute,142959,671,2,1,Non-citizen,0
1039,Car ,Male  ,44,Gradaute,93865,637,2,2,Citizen    ,0
1040,Home,Male  ,44,HS      ,73868,577,9,2,Citizen    ,0
1041,Home,Male  ,60,HS      ,109354,631,11,2,Citizen    ,0
1042,Home,Female,35,HS      ,113976,582,8,1,Citizen    ,0
1043,Home,Male  ,37,HS      ,102125,625,3,2,Citizen    ,0
1044,Car ,Male  ,38,College ,65554,471,2,2,Citizen    ,0
1045,Home,Female,42,HS      ,91239,726,8,2,Citizen    ,1
1046,Car ,Male  ,48,HS      ,87479,637,2,2,Citizen    ,0
1047,Home,Male  ,52,College ,75713,552,9,2,Citizen    ,0
1048,Car ,Male  ,31,HS      ,68898,555,0,2,Citizen    ,0
1049,Car ,Male  ,48,College ,66514,558,0,2,Citizen    ,0
1050,Car ,Female,45,HS      ,119518,671,0,2,Citizen    ,1
1051,Home,Female,38,College ,100125,604,6,1,Citizen    ,0
1052,Home,Male  ,43,HS      ,98160,592,9,2,Citizen    ,0
1053,Home,Female,37,College ,98135,607,8,2,Citizen    ,0
1054,Home,Female,40,College ,92532,682,5,2,Citizen    ,0
1055,Car ,Female,39,HS      ,121981,568,0,2,Citizen    ,0
1056,Car ,Male  ,42,HS      ,95048,716,0,1,Citizen    ,0
1057,Car ,Female,57,College ,95454,648,1,2,Citizen    ,0
1058,Car ,Female,43,HS      ,125406,633,3,2,Citizen    ,0
1059,Home,Male  ,37,HS      ,74451,661,2,2,Citizen    ,0
1060,Car ,Male  ,49,HS      ,102846,629,0,2,Citizen    ,0
1061,Home,Female,37,HS      ,118777,633,6,2,Citizen    ,1
1063,Car ,Male  ,38,HS      ,73642,516,0,2,Citizen    ,0
1064,Home,Male  ,40,HS      ,90926,543,5,2,Citizen    ,0
1065,Car ,Female,49,HS      ,116367,680,0,2,Citizen    ,0
1066,Home,Male  ,33,HS      ,96148,674,6,2,Citizen    ,0
1067,Home,Male  ,34,HS      ,105258,590,6,2,Citizen    ,0
1068,Car ,Male  ,38,HS      ,74672,544,0,2,Citizen    ,0
1069,Car ,Female,35,HS      ,77939,630,0,2,Citizen    ,0
1070,Home,Male  ,46,HS      ,78055,587,5,2,Citizen    ,0
1071,Car ,Male  ,39,HS      ,125171,551,2,2,Citizen    ,0
1072,Car ,Female,38,HS      ,64211,615,2,2,Citizen    ,0
1073,Home,Male  ,38,HS      ,102998,540,7,2,Citizen    ,0
1074,Home,Male  ,38,HS      ,62399,544,5,2,Citizen    ,0
1075,Car ,Male  ,43,College ,91217,705,0,2,Citizen    ,0
1076,Home,Male  ,48,HS      ,113063,692,7,2,Citizen    ,0
1077,Home,Male  ,37,HS      ,105306,605,6,2,Citizen    ,0
1078,Home,Male  ,45,HS      ,93313,625,4,2,Citizen    ,0
1079,Home,Male  ,47,HS      ,99015,694,5,2,Citizen    ,0
1080,Home,Male  ,39,HS      ,93493,599,6,2,Citizen    ,0
1081,Home,Male  ,40,HS      ,106081,635,8,2,Citizen    ,0
1082,Car ,Male  ,45,HS      ,85585,590,2,2,Citizen    ,0
1083,Car ,Male  ,45,College ,119690,593,0,2,Citizen    ,0
1084,Car ,Male  ,43,HS      ,107134,616,0,2,Citizen    ,0
1085,Home,Male  ,42,HS      ,91392,655,11,2,Citizen    ,0
1086,Car ,Male  ,39,HS      ,100892,648,1,2,Citizen    ,0
1087,Car ,Male  ,42,HS      ,107847,600,0,2,Citizen    ,0
1088,Car ,Male  ,50,HS      ,69296,637,2,2,Citizen    ,0
1089,Home,Male  ,45,HS      ,81952,581,7,2,Citizen    ,0
1090,Car ,Female,50,College ,98775,694,2,2,Citizen    ,0
1091,Car ,Female,40,College ,112136,716,2,2,Citizen    ,1
1092,Car ,Female,36,HS      ,91909,636,0,2,Citizen    ,0
1093,Car ,Female,39,HS      ,117820,579,2,2,Citizen    ,0
1094,Car ,Male  ,44,HS      ,83852,607,2,2,Citizen    ,0
1095,Car ,Female,45,HS      ,105645,576,0,2,Citizen    ,0
1096,Home,Male  ,45,College ,80338,667,3,2,Citizen    ,1
1097,Home,Male  ,33,College ,89253,619,6,2,Citizen    ,0
1098,Home,Male  ,43,HS      ,88793,597,2,2,Citizen    ,0
1099,Home,Male  ,48,HS      ,97653,614,2,2,Citizen    ,1
1100,Car ,Female,53,College ,116541,716,2,1,Citizen    ,0
1101,Car ,Female,45,College ,85153,603,0,2,Citizen    ,0
1102,Home,Female,38,HS      ,93469,654,6,2,Citizen    ,0
1103,Car ,Female,49,College ,129954,744,3,2,Citizen    ,1
1104,Car ,Female,45,HS      ,120386,592,0,2,Non-citizen,0
1105,Home,Male  ,32,HS      ,55979,587,1,2,Citizen    ,0
1106,Car ,Female,46,HS      ,110429,724,2,1,Citizen    ,0
1107,Car ,Male  ,50,HS      ,105758,626,2,1,Citizen    ,0
1108,Home,Male  ,42,HS      ,82291,516,3,2,Citizen    ,0
1109,Car ,Male  ,42,HS      ,115772,598,1,2,Citizen    ,0
1110,Home,Male  ,37,HS      ,106550,561,9,2,Citizen    ,0
1111,Car ,Female,44,HS      ,82678,582,0,2,Citizen    ,0
1112,Home,Male  ,36,HS      ,96528,528,5,2,Citizen    ,0
1113,Car ,Female,50,College ,123119,646,2,1,Citizen    ,1
1114,Home,Male  ,33,HS      ,82841,467,13,2,Citizen    ,0
1115,Home,Male  ,45,HS      ,112001,552,5,2,Citizen    ,0
1116,Home,Male  ,34,HS      ,85679,572,7,2,Citizen    ,0
1117,Home,Male  ,46,HS      ,116594,675,10,1,Citizen    ,0
1118,Car ,Female,46,HS      ,127430,609,1,2,Citizen    ,0
1119,Car ,Female,40,HS      ,92327,557,0,2,Citizen    ,0
1120,Car ,Male  ,38,College ,59505,527,0,2,Citizen    ,0
1121,Car ,Female,48,College ,111026,589,2,2,Citizen    ,0
1122,Car ,Female,45,College ,93763,625,3,2,Citizen    ,0
1123,Home,Male  ,38,HS      ,69758,489,0,2,Citizen    ,0
1124,Car ,Female,52,College ,121456,615,3,2,Citizen    ,0
1125,Home,Male  ,47,College ,121503,608,9,2,Citizen    ,0
1126,Car ,Male  ,45,HS      ,79233,667,0,2,Citizen    ,0
1127,Car ,Male  ,31,HS      ,97882,685,2,2,Citizen    ,0
1128,Car ,Male  ,36,HS      ,102534,645,0,2,Citizen    ,0
1129,Car ,Female,52,College ,112908,660,0,1,Citizen    ,0
1130,Car ,Female,47,HS      ,100588,632,2,2,Citizen    ,0
1131,Home,Male  ,40,College ,100211,634,13,2,Citizen    ,0
1132,Car ,Male  ,44,HS      ,99806,560,0,2,Citizen    ,1
1133,Car ,Male  ,45,College ,102694,625,1,2,Citizen    ,0
1134,Car ,Female,47,HS      ,96529,642,2,2,Citizen    ,1
1135,Car ,Female,38,College ,116576,610,2,2,Citizen    ,0
1136,Car ,Female,45,HS      ,88567,573,1,2,Citizen    ,0
1137,Car ,Female,33,HS      ,91145,519,0,2,Citizen    ,0
1138,Home,Male  ,44,College ,70608,645,7,2,Citizen    ,0
1139,Home,Female,43,HS      ,98644,618,7,2,Citizen    ,1
1140,Car ,Female,55,College ,113409,680,2,2,Citizen    ,0
1141,Car ,Female,45,HS      ,111282,654,0,2,Non-citizen,0
1142,Car ,Female,50,College ,72220,578,0,2,Citizen    ,0
1143,Car ,Female,39,HS      ,139700,636,1,2,Citizen    ,0
1144,Car ,Male  ,41,HS      ,101906,538,2,2,Citizen    ,0
1145,Car ,Male  ,46,HS      ,77471,556,3,2,Citizen    ,0
1146,Home,Female,45,HS      ,109313,572,7,2,Citizen    ,0
1147,Car ,Male  ,36,HS      ,105238,605,0,2,Citizen    ,0
1148,Car ,Female,48,HS      ,105018,710,2,2,Citizen    ,0
1149,Car ,Female,47,College ,125485,626,2,1,Citizen    ,0
1150,Car ,Male  ,44,College ,104119,577,2,2,Citizen    ,0
1151,Home,Female,42,HS      ,93970,693,5,2,Citizen    ,0
1152,Home,Male  ,42,HS      ,77979,646,6,2,Citizen    ,0
1153,Car ,Female,50,HS      ,113666,672,0,2,Citizen    ,0
1154,Home,Male  ,44,College ,96173,615,9,2,Citizen    ,0
1155,Home,Male  ,36,HS      ,83498,518,4,2,Citizen    ,0
1156,Home,Male  ,46,HS      ,119246,691,7,2,Citizen    ,0
1157,Home,Male  ,42,HS      ,74800,536,5,2,Citizen    ,0
1158,Home,Male  ,42,HS      ,93466,623,2,2,Citizen    ,0
1160,Home,Female,47,College ,112921,689,10,2,Citizen    ,0
1161,Car ,Female,44,College ,106839,657,2,2,Citizen    ,0
1162,Car ,Female,38,HS      ,82795,645,0,2,Citizen    ,0
1163,Home,Male  ,40,HS      ,92513,536,2,1,Citizen    ,0
1164,Car ,Male  ,37,HS      ,84324,665,0,2,Citizen    ,0
1165,Car ,Female,46,HS      ,115588,653,1,2,Citizen    ,0
1166,Home,Male  ,35,HS      ,94711,598,7,2,Citizen    ,0
1167,Car ,Male  ,42,HS      ,58819,636,0,2,Citizen    ,0
1168,Home,Male  ,47,HS      ,90402,658,7,2,Citizen    ,0
1169,Car ,Female,35,HS      ,88892,738,1,2,Citizen    ,0
1171,Car ,Male  ,35,College ,67457,664,2,2,Citizen    ,0
1172,Car ,Female,39,HS      ,101589,636,0,2,Citizen    ,0
1173,Car ,Male  ,49,HS      ,86160,582,2,2,Citizen    ,0
1174,Home,Male  ,37,College ,91784,625,5,2,Citizen    ,0
1175,Home,Male  ,36,HS      ,95911,662,5,2,Citizen    ,0
1176,Home,Male  ,48,HS      ,110571,590,2,2,Citizen    ,0
1177,Car ,Female,37,College ,93485,642,1,2,Citizen    ,0
1178,Home,Male  ,39,HS      ,93650,693,5,2,Citizen    ,0
1179,Car ,Female,42,HS      ,106090,644,0,2,Citizen    ,0
1180,Car ,Female,52,HS      ,83575,725,2,1,Citizen    ,0
1181,Home,Male  ,36,HS      ,100746,613,1,2,Citizen    ,0
1182,Home,Male  ,36,HS      ,82775,502,6,2,Citizen    ,0
1183,Car ,Male  ,42,College ,118592,594,2,2,Citizen    ,0
1184,Car ,Female,42,HS      ,111033,607,3,2,Citizen    ,0
1185,Car ,Male  ,53,College ,112571,676,2,2,Citizen    ,0
1186,Home,Male  ,41,College ,90298,607,8,2,Citizen    ,0
1187,Car ,Male  ,40,HS      ,98249,571,0,2,Citizen    ,0
1188,Car ,Female,35,College ,98057,615,3,1,Citizen    ,0
1189,Car ,Female,36,HS      ,114245,534,0,2,Citizen    ,0
1190,Car ,Female,53,HS      ,94735,637,2,1,Citizen    ,0
1191,Car ,Male  ,44,HS      ,108989,612,2,2,Citizen    ,0
1192,Car ,Male  ,31,HS      ,95416,582,0,2,Citizen    ,0
1193,Car ,Female,41,HS      ,117052,638,2,2,Citizen    ,1
1194,Car ,Male  ,47,HS      ,122781,653,2,2,Citizen    ,0
1195,Car ,Female,43,College ,92476,551,1,2,Citizen    ,0
1196,Home,Male  ,35,HS      ,78251,570,5,2,Citizen    ,0
1197,Home,Male  ,44,HS      ,106567,601,11,1,Citizen    ,0
1198,Car ,Male  ,53,College ,119536,560,2,2,Citizen    ,0
1199,Car ,Male  ,53,HS      ,90420,681,1,2,Citizen    ,1
1200,Home,Female,57,College ,118825,710,12,1,Citizen    ,1
1201,Car ,Male  ,45,College ,121857,638,3,2,Citizen    ,0
1202,Car ,Male  ,50,HS      ,81695,589,0,2,Citizen    ,0
1203,Car ,Male  ,40,HS      ,99874,554,1,2,Citizen    ,0
1204,Home,Female,30,HS      ,65436,589,0,2,Citizen    ,0
1205,Home,Male  ,46,HS      ,102649,581,6,1,Citizen    ,0
1206,Car ,Male  ,36,HS      ,103601,636,3,2,Citizen    ,0
1207,Car ,Female,51,HS      ,126963,686,2,2,Citizen    ,1
1208,Home,Female,38,HS      ,104127,666,4,1,Citizen    ,0
1209,Home,Female,38,HS      ,76570,708,5,2,Citizen    ,0
1210,Home,Male  ,39,HS      ,85507,535,5,2,Citizen    ,0
1211,Car ,Male  ,42,HS      ,66386,454,0,2,Citizen    ,0
1212,Car ,Male  ,43,Gradaute,102841,675,0,2,Citizen    ,0
1213,Car ,Male  ,39,HS      ,108303,645,1,2,Citizen    ,0
1214,Home,Female,43,College ,73032,585,7,2,Citizen    ,0
1215,Car ,Male  ,31,HS      ,86023,559,1,2,Citizen    ,0
1216,Home,Male  ,47,College ,97255,613,12,2,Citizen    ,0
1217,Home,Male  ,35,HS      ,70638,535,2,2,Citizen    ,0
1218,Home,Female,41,HS      ,132971,628,5,2,Citizen    ,0
1219,Home,Male  ,50,HS      ,60219,547,6,2,Citizen    ,0
1220,Home,Male  ,41,HS      ,92658,541,7,2,Citizen    ,0
1221,Home,Male  ,44,HS      ,87121,528,5,2,Citizen    ,0
1222,Home,Female,54,College ,105355,698,3,2,Citizen    ,1
1223,Home,Male  ,40,College ,74887,578,5,2,Citizen    ,0
1224,Car ,Male  ,37,College ,70524,593,0,2,Citizen    ,0
1225,Car ,Male  ,35,HS      ,61022,532,2,2,Citizen    ,0
1226,Car ,Male  ,45,HS      ,85810,562,0,2,Citizen    ,0
1227,Home,Male  ,45,HS      ,112330,692,4,2,Citizen    ,0
1228,Home,Male  ,39,HS      ,81765,658,8,1,Citizen    ,0
1229,Car ,Female,48,HS      ,92723,605,0,2,Citizen    ,0
1230,Home,Male  ,38,HS      ,79850,569,7,2,Citizen    ,0
1231,Car ,Male  ,43,HS      ,67235,701,2,2,Citizen    ,0
1232,Car ,Female,50,College ,100680,599,3,1,Citizen    ,0
1233,Home,Male  ,38,HS      ,103340,560,8,2,Citizen    ,0
1234,Car ,Female,41,College ,106651,669,1,2,Non-citizen,0
1235,Car ,Female,44,HS      ,124451,723,0,2,Citizen    ,0
1236,Car ,Female,34,HS      ,117835,620,1,2,Citizen    ,0
1237,Car ,Female,40,HS      ,103534,631,1,2,Citizen    ,0
1238,Home,Male  ,24,HS      ,71836,675,5,2,Citizen    ,0
1239,Car ,Male  ,37,HS      ,97335,647,1,2,Citizen    ,0
1240,Car ,Male  ,41,Gradaute,134819,655,2,2,Citizen    ,1
1241,Car ,Male  ,37,HS      ,107560,621,1,2,Citizen    ,0
1242,Home,Male  ,39,HS      ,72243,725,5,2,Citizen    ,0
1243,Car ,Female,38,HS      ,102463,547,0,2,Citizen    ,0
1244,Car ,Male  ,45,College ,104142,522,2,2,Citizen    ,0
1245,Home,Female,40,College ,115813,685,10,1,Citizen    ,0
1246,Home,Male  ,29,HS      ,48601,562,2,2,Citizen    ,0
1247,Home,Male  ,42,HS      ,100293,600,2,2,Citizen    ,0
1248,Car ,Male  ,47,HS      ,129402,684,2,2,Citizen    ,0
1249,Car ,Male  ,41,Gradaute,68241,506,1,2,Citizen    ,0
1250,Home,Female,39,HS      ,111124,671,5,2,Citizen    ,0
1251,Car ,Female,54,HS      ,109932,649,0,2,Citizen    ,0
1252,Car ,Male  ,52,HS      ,93400,681,2,1,Citizen    ,0
1253,Car ,Male  ,34,HS      ,81283,614,2,2,Citizen    ,0
1254,Car ,Male  ,49,College ,122325,815,3,1,Citizen    ,0
1255,Car ,Male  ,42,HS      ,98947,574,0,2,Citizen    ,0
1256,Car ,Male  ,48,College ,129023,718,3,2,Citizen    ,1
1257,Car ,Female,38,HS      ,72236,625,0,2,Citizen    ,0
1258,Home,Male  ,44,College ,100239,581,7,2,Citizen    ,0
1259,Home,Male  ,32,HS      ,89534,531,7,2,Citizen    ,0
1260,Home,Male  ,38,College ,105069,559,8,2,Citizen    ,0
1261,Car ,Female,40,HS      ,93418,526,1,2,Citizen    ,0
1262,Car ,Male  ,37,HS      ,94374,601,1,2,Citizen    ,0
